SAMPLE_ACC,Sample Type,SAMPLE_VOLUME,VOLUME_UNIT,FILTER_MIN,FILTER_MAX,SAMPLE_DESCRIPTION,SAMPLE_NAME,COMMENTS,TAXON_ID,COLLECTION_START_TIME,COLLECTION_STOP_TIME,BIOMATERIAL_NAME,DESCRIPTION,MATERIAL_ACC,SITE_NAME,LATITUDE,LONGITUDE,ALTITUDE,SITE_DEPTH,SITE_DESCRIPTION,COUNTRY_NAME,REGION,HABITAT_NAME,HOST_TAXON_ID,HOST_DESCRIPTION,HOST_ORGANISM,LIBRARY_ACC,SEQUENCING_METHOD,DNA_TYPE,NUM_OF_READS,MATERIAL_ID,Silicate - (umol/kg),sample depth - (M),salinity - (psu),temperature - (C),chlorophyll density - (ug/kg),phosphate - (umol/kg),dissolved oxygen - (nmol/kg),Particulate Organic Carbon - (umol/kg),dissolved organic carbon - (umol/kg),pH,nitrate(NO3) - (umol/l)
CAM_SMPL_002750,eukaryotes,,,,,Nitzschia punctata CCMP561,MMETSP0747,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0747"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0747</a>""",913974,,,(MMETSP0747) Nitzschia punctata,,CAM_BM_002770,,,,,,,,,marine habitat,,,,CAM_LIB_001516,Illumina,cDNA,,3225,,0,,,,,,,,,
CAM_SMPL_002751,eukaryotes,,,,,Aureococcus anophagefferens CCMP1850,MMETSP0915,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0915"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0915</a>""",44056,00:00.0,00:00.0,(MMETSP0915) Aureococcus anophagefferens - seawater,,CAM_BM_002771,OTHER,40.6508,-73.1524,,,"Great South Bay, NY, Suffolk County monitoring station #300",UNITED STATES,,marine habitat,,,,CAM_LIB_001517,Illumina,cDNA,,3226,1,1,25.25,18,14,0.16,9.9,1.23,3.07,8,0.35
CAM_SMPL_002752,eukaryotes,,,,,Aureococcus anophagefferens CCMP1850,MMETSP0916,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0916"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0916</a>""",44056,00:00.0,00:00.0,(MMETSP0916) Aureococcus anophagefferens - seawater,,CAM_BM_002772,OTHER,40.6508,-73.1524,,,"Great South Bay, NY, Suffolk County monitoring station #300",UNITED STATES,,marine habitat,,,,CAM_LIB_001518,Illumina,cDNA,,3227,1,1,25.25,18,14,0.16,9.9,1.23,3.07,8,0.35
CAM_SMPL_002755,eukaryotes,0.02,L,0,1.2,Ostreococcus mediterraneus clade-D-RCC2572,MMETSP0929,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0929"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0929</a>""",548131,00:00.0,00:00.0,(MMETSP0929) Ostreococcus mediterraneus - seawater,,CAM_BM_002775,Mediterranean Sea,3.145,42.488,,,,FRANCE,,marine habitat,,,,CAM_LIB_001521,Illumina,cDNA,,3230,,0,,15,,,,,,8,
CAM_SMPL_002756,eukaryotes,0.02,L,0,1.2,Ostreococcus mediterraneus clade-D-RCC2573,MMETSP0936,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0936"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0936</a>""",548131,00:00.0,00:00.0,(MMETSP0936) Ostreococcus mediterraneus - seawater,,CAM_BM_002776,Mediterranean Sea,3.6,43.4,,,,FRANCE,,marine habitat,,,,CAM_LIB_001522,Illumina,cDNA,,3231,,0,,15,,,,,,8,
CAM_SMPL_002757,eukaryotes,0.02,L,0,1.2,Ostreococcus mediterraneus clade-D-RCC2593,MMETSP0937,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0937"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0937</a>""",548131,00:00.0,00:00.0,(MMETSP0937) Ostreococcus mediterraneus - seawater,,CAM_BM_002777,Mediterranean Sea,3.6,43.4,,,,FRANCE,,marine habitat,,,,CAM_LIB_001523,Illumina,cDNA,,3232,,0,,15,,,,,,8,
CAM_SMPL_002758,eukaryotes,0.02,L,0,1.2,Ostreococcus mediterraneus clade-D-RCC1107,MMETSP0938,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0938"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0938</a>""",548131,00:00.0,00:00.0,(MMETSP0938) Ostreococcus mediterraneus - seawater,,CAM_BM_002778,Mediterranean Sea,3.145,42.488,,,,FRANCE,,marine habitat,,,,CAM_LIB_001524,Illumina,cDNA,,3233,,0,,15,,,,,,8,
CAM_SMPL_002759,eukaryotes,,,,,Chaetoceros neogracile CCMP1317,MMETSP0751,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0751"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0751</a>""",240364,,,(MMETSP0751) Chaetoceros neogracile,,CAM_BM_002779,,,,,,,,,marine habitat,,,,CAM_LIB_001525,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002760,eukaryotes,,,,,Chaetoceros neogracile CCMP1317,MMETSP0752,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0752"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0752</a>""",240364,,,(MMETSP0752) Chaetoceros neogracile,,CAM_BM_002780,,,,,,,,,marine habitat,,,,CAM_LIB_001526,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002761,eukaryotes,,,,,Chaetoceros neogracile CCMP1317,MMETSP0753,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0753"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0753</a>""",240364,,,(MMETSP0753) Chaetoceros neogracile,,CAM_BM_002781,,,,,,,,,marine habitat,,,,CAM_LIB_001527,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002762,eukaryotes,0.02,L,0,1.2,Ostreococcus mediterraneus clade-D-RCC1621,MMETSP0930,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0930"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0930</a>""",548131,00:00.0,00:00.0,(MMETSP0930) Ostreococcus mediterraneus - seawater,,CAM_BM_002782,Mediterranean Sea,3.145,42.488,,,,FRANCE,,marine habitat,,,,CAM_LIB_001528,Illumina,cDNA,,3237,,0,,15,,,,,,8,
CAM_SMPL_002764,eukaryotes,0.02,L,0,1.2,Ostreococcus mediterraneus clade-D-RCC2596,MMETSP0932,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0932"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0932</a>""",548131,00:00.0,00:00.0,(MMETSP0932) Ostreococcus mediterraneus - seawater,,CAM_BM_002784,Mediterranean Sea,3.6,43.4,,,,FRANCE,,marine habitat,,,,CAM_LIB_001530,Illumina,cDNA,,3239,,0,,15,,,,,,8,
CAM_SMPL_002765,eukaryotes,0.02,L,0,1.2,Ostreococcus lucimarinus clade-A-BCC118000,MMETSP0939,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0939"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0939</a>""",548131,00:00.0,00:00.0,(MMETSP0939) Ostreococcus lucimarinus - seawater,,CAM_BM_002785,Mediterranean Sea,3.145,42.488,,,,FRANCE,,marine habitat,,,,CAM_LIB_001531,Illumina,cDNA,,3240,,0,,15,,,,,,8,
CAM_SMPL_002767,eukaryotes,,,,,Prasinococcus capsulatus CCMP1194,MMETSP0941,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0941"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0941</a>""",156131,00:00.0,00:00.0,(MMETSP0941) Prasinococcus capsulatus - net tow,,CAM_BM_002787,Gulf of Mexico,23,-75,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001533,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002768,eukaryotes,,,,,Aureococcus anophagefferens CCMP1850,MMETSP0917,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0917"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0917</a>""",44056,00:00.0,00:00.0,(MMETSP0917) Aureococcus anophagefferens - seawater,,CAM_BM_002788,OTHER,40.6508,-73.1524,,,"Great South Bay, NY, Suffolk County monitoring station #300",UNITED STATES,,marine habitat,,,,CAM_LIB_001534,Illumina,cDNA,,3243,1,1,25.25,18,14,0.16,9.9,1.23,3.07,8,0.35
CAM_SMPL_002769,eukaryotes,,,,,Skeletonema marinoi skelA,MMETSP0918,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0918"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0918</a>""",267567,00:00.0,00:00.0,(MMETSP0918) Skeletonema marinoi - Seawater,,CAM_BM_002789,Atlantic_Ocean,41.57361,-71.40861,,,Narragansett Bay Long Term Plankton Times Series Station,UNITED STATES,,marine habitat,,,,CAM_LIB_001535,Illumina,cDNA,,3244,,0.5,31.38,6.1,,,,,,,
CAM_SMPL_002770,eukaryotes,,,,,Chaetoceros neogracile CCMP1317,MMETSP0754,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0754"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0754</a>""",240364,,,(MMETSP0754) Chaetoceros neogracile,,CAM_BM_002790,,,,,,,,,marine habitat,,,,CAM_LIB_001536,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002771,eukaryotes,,,,,Percolomonas cosmopolitus AE-1 (ATCC 50343),MMETSP0758,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0758"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0758</a>""",63605,,,(MMETSP0758) Percolomonas cosmopolitus,,CAM_BM_002791,,,,,,,UNITED STATES,,other,,,,CAM_LIB_001537,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002772,eukaryotes,,,,,Cafeteria roenbergensis E4-10,MMETSP0942,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0942"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0942</a>""",33653,00:00.0,00:00.0,(MMETSP0942) Cafeteria roenbergensis - seawater,,CAM_BM_002792,Pacific_Ocean,44.7,-124.2,,,station NH5 ,UNITED STATES,,marine habitat,,,,CAM_LIB_001538,Illumina,cDNA,,3247,,60,,,,,,,,,
CAM_SMPL_002773,eukaryotes,,,,,Isochrysis galbana CCMP1323,MMETSP0943,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0943"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0943</a>""",37099,00:00.0,00:00.0,(MMETSP0943) Isochrysis galbana,,CAM_BM_002793,Irish Sea,54.085,-4.77,,,,ISLE OF MAN,,marine habitat,,,,CAM_LIB_001539,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002776,eukaryotes,0.02,L,0,1.2,Ostreococcus prasinos BCC99000,MMETSP0933,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0933"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0933</a>""",548131,00:00.0,00:00.0,(MMETSP0933) Ostreococcus prasinos - seawater,,CAM_BM_002796,Mediterranean Sea,3.6,43.4,,,,FRANCE,,marine habitat,,,,CAM_LIB_001542,Illumina,cDNA,,3251,,0,,15,,,,,,8,
CAM_SMPL_002779,eukaryotes,,,,,Percolomonas cosmopolitus WS,MMETSP0759,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0759"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0759</a>""",63605,,,(MMETSP0759) Percolomonas cosmopolitus,,CAM_BM_002799,White Sea,,,,,,RUSSIAN FEDERATION,,marine habitat,,,,CAM_LIB_001545,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002780,eukaryotes,,,16,80,Gambierdiscus australes CAWD 149,MMETSP0766,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0766"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0766</a>""",439317,00:00.0,00:00.0,(MMETSP0766) Gambierdiscus australes - seaweed surface washed with seawater,,CAM_BM_002800,Pacific_Ocean,35,173,,,,COOK ISLANDS,,organism-associated habitat,,,,CAM_LIB_001546,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002781,eukaryotes,,L,,,Palpitomonas bilix NIES-2562,MMETSP0780,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0780"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0780</a>""",652834,00:00.0,00:00.0,(MMETSP0780) Palpitomonas bilix - Seawater,,CAM_BM_002801,,,,,,Shore of Macharchar Island,PALAU,,marine habitat,,,,CAM_LIB_001547,Illumina,cDNA,,3256,,,,,,,,,,,
CAM_SMPL_002782,eukaryotes,,,,,Perkinsus marinus ATCC 50439,MMETSP0922C,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0922"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0922</a>""",1032511,00:00.0,00:00.0,(MMETSP0923) Perkinsus marinus - Crassostrea virginica host-oyster,,CAM_BM_002803,Chesapeake Bay,38.71306,76.32083,,,"Choptank River, Tilghman Wharf, Maryland",UNITED STATES,,organism-associated habitat,,,,CAM_LIB_001548,Illumina,cDNA,,3258,,4,12,13,,,,,,,
CAM_SMPL_002782,eukaryotes,,,,,Perkinsus marinus ATCC 50439,MMETSP0922C,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0922"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0922</a>""",1032511,00:00.0,00:00.0,(MMETSP0922) Perkinsus marinus - Crassostrea virginica host-oyster,,CAM_BM_002802,Chesapeake Bay,38.71306,76.32083,,,"Choptank River, Tilghman Wharf, Maryland",UNITED STATES,,organism-associated habitat,,,,CAM_LIB_001548,Illumina,cDNA,,3257,,4,12,13,,,,,,,
CAM_SMPL_002784,eukaryotes,,,,,Oxyrrhis marina ,MMETSP0471,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0471"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0471</a>""",2969,,,(MMETSP0471) Oxyrrhis marina,,CAM_BM_002804,,,,,,,,,marine habitat,,,,CAM_LIB_001550,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002785,eukaryotes,,,,,Tiarina fusus LIS,MMETSP0472,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0472"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0472</a>""",693140,,,(MMETSP0472) Tiarina fusus,,CAM_BM_002805,Atlantic_Ocean,41,-72,,,Long Island Sound,UNITED STATES,,marine habitat,,,,CAM_LIB_001551,Illumina,cDNA,,3260,,0,,,,,,,,,
CAM_SMPL_002787,eukaryotes,,,,,Karenia brevis Wilson,MMETSP0649,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0649"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0649</a>""",156230,00:00.0,00:00.0,(MMETSP0649) Karenia brevis - seawater,,CAM_BM_002807,Gulf of Mexico,,,,,South Padre Island,UNITED STATES,,marine habitat,,,,CAM_LIB_001553,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002788,eukaryotes,,,,,Alexandrium margalefi AMGDE01CS-322,MMETSP0661,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0661"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0661</a>""",109239,00:00.0,00:00.0,(MMETSP0661) Alexandrium margalefi - seawater,,CAM_BM_002808,"Derwent River, Tasmania",43.03333,147.36667,,,,AUSTRALIA,,marine habitat,,,,CAM_LIB_001554,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002789,eukaryotes,8,L,0.2,0.2,Bolidomonas pacifica CCMP 1866,MMETSP0785,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0785"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0785</a>""",91992,00:00.0,00:00.0,(MMETSP0785) Bolidomonas pacifica - Seawater,,CAM_BM_002809,Pacific_Ocean,5.5,105,,,"OLIPAC cruise, station 6 (authentic strain), South Pacific Ocean",FRENCH POLYNESIA,,marine habitat,,,,CAM_LIB_001555,Illumina,cDNA,,3264,,15,,20,,,,,,,
CAM_SMPL_002790,eukaryotes,4,L,3,10,Thalassionema frauenfeldii CCMP 1798,MMETSP0786,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0786"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0786</a>""",186022,00:00.0,00:00.0,(MMETSP0786) Thalassionema frauenfeldii - Seawater,,CAM_BM_002810,Caribbean Sea,18.47,64.575,,,"Channel between Guana and Tortola, British West Indies","VIRGIN ISLANDS, BRITISH",,marine habitat,,,,CAM_LIB_001556,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002791,eukaryotes,4,L,3,3,Rhizosolenia setigera CCMP 1694,MMETSP0789,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0789"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0789</a>""",3005,00:00.0,00:00.0,(MMETSP0789) Rhizosolenia setigera - Seawater,,CAM_BM_002811,Arabian Sea,23.5643,58.853,,,"Gulf of Oman, Arabian Sea, Indian Ocean, offshore 5 nautical miles from Muscat, Station OM-3",OMAN,,marine habitat,,,,CAM_LIB_001557,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002792,eukaryotes,,,,,Tetraselmis striata LANL1001,MMETSP0818,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0818"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0818</a>""",3165,,,(MMETSP0818) Tetraselmis striata,,CAM_BM_002812,OTHER,,,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001558,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002793,eukaryotes,,,,,Tetraselmis striata LANL1001,MMETSP0819,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0819"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0819</a>""",3165,,,(MMETSP0819) Tetraselmis striata,,CAM_BM_002813,OTHER,,,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001559,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002794,eukaryotes,,,,,Tetraselmis striata LANL1001,MMETSP0820,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0820"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0820</a>""",3165,,,(MMETSP0820) Tetraselmis striata,,CAM_BM_002814,OTHER,,,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001560,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002797,eukaryotes,,,,,Rhodomonas lens RHODO,MMETSP0484,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0484"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0484</a>""",354590,,,(MMETSP0484) Rhodomonas lens,,CAM_BM_002817,,,,,,,,,,,,,CAM_LIB_001563,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002799,eukaryotes,,,,,Amphidinium massartii CS-259,MMETSP0689,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0689"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0689</a>""",160604,00:00.0,00:00.0,(MMETSP0689) Amphidinium massartii - seawater,,CAM_BM_002819,Pacific_Ocean,-17,146,,,,AUSTRALIA,,marine habitat,,,,CAM_LIB_001565,Illumina,cDNA,,3274,,,35,,,,,,,,
CAM_SMPL_002801,eukaryotes,4,L,1,1,Stephanopyxis turris CCMP 815,MMETSP0794,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0794"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0794</a>""",515487,00:00.0,00:00.0,(MMETSP0794) Stephanopyxis turris - Seawater,,CAM_BM_002821,Gulf of Mexico,29.4666,86.121,,,North Atlantic,UNITED STATES,,marine habitat,,,,CAM_LIB_001567,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002802,eukaryotes,,,,,Amoebophrya sp. Ameob2,MMETSP0795,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0795"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0795</a>""",88552,,,(MMETSP0795) Amoebophrya sp.,,CAM_BM_002822,,,,,,,,,,,,,CAM_LIB_001568,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002804,eukaryotes,,,,,Pseudo-nitzschia fraudulenta WWA7,MMETSP0850,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0850"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0850</a>""",183588,30:00.0,30:00.0,(MMETSP0850) Pseudo-nitzschia fraudulenta - seawater,,CAM_BM_002824,Pacific_Ocean,34.0847,-119.05,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001570,Illumina,cDNA,,3279,,1,35,14,,,,,,,
CAM_SMPL_002805,eukaryotes,,,,,Tetraselmis chuii PLY429,MMETSP0491,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0491"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0491</a>""",63592,,,(MMETSP0491) Tetraselmis chuii,,CAM_BM_002825,,,,,,,,,,,,,CAM_LIB_001571,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002809,eukaryotes,,,,,Extubocellulus spinifer CCMP396,MMETSP0696,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0696"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0696</a>""",265572,00:00.0,00:00.0,(MMETSP0696) Extubocellulus spinifer,,CAM_BM_002829,Gulf of California (Sea of Cortés),31.3172,113.56,,,,MEXICO,,marine habitat,,,,CAM_LIB_001575,Illumina,cDNA,,3284,,0,,,,,,,,,
