,MMETSP_id,NCGR,DIB
0,MMETSP1385,0.2079042855741885,0.3558398848980011
1,MMETSP1144,0.17955992686463654,0.29113854595336075
2,MMETSP0471,0.10702729610885257,0.2700176812326345
3,MMETSP0957,0.13410672853828307,0.37660668380462725
4,MMETSP1058,0.07652782333005356,0.17492260061919504
5,MMETSP1136,0.1821424768395272,0.3430633593714312
6,MMETSP1399,0.1401973979362943,0.27555413809599744
7,MMETSP1420,0.11933174224343675,0.26455189405605173
8,MMETSP1361,0.11940479070892814,0.2704831932773109
9,MMETSP0939,0.15062509414068384,0.25162721893491125
10,MMETSP0009,0.12502778395198932,0.2619097294665832
11,MMETSP0167,0.1979980200197998,0.33004567419077246
12,MMETSP0327,0.1327286997471004,0.22840909090909092
13,MMETSP1459,0.13651034744636414,0.32460288589790226
14,MMETSP1452,0.20410783055198972,0.3486808818214673
15,MMETSP0088,0.7623106060606061,0.5881374722838137
16,MMETSP1161,0.18927845528455284,0.4513285806869734
17,MMETSP1412,0.996745027124774,0.5
18,MMETSP1353,0.14897536265254432,0.3774224149613769
19,MMETSP0209,0.17899208341378645,0.3486111111111111
20,MMETSP1085,0.11383202601874881,0.23684892459186319
21,MMETSP0817,0.16102485789429033,0.31191364874407346
22,MMETSP1321,0.1270175438596491,0.2888757745647684
23,MMETSP1460,0.15950617283950616,0.3568778750556462
24,MMETSP0315,0.24167343623070675,0.43987491708518905
25,MMETSP0288,0.12457802461069367,0.29238476953907816
26,MMETSP1176,0.09810969116080938,0.26603104961187984
27,MMETSP0881,0.11085476986965048,0.2433425160697888
28,MMETSP0795,0.1309655937846837,0.27936128935979704
29,MMETSP0766,0.09184342882134267,0.2427609539288202
30,MMETSP1018,0.8309178743961353,0.9414634146341463
31,MMETSP0142,0.1221245799948307,0.25146251462514624
32,MMETSP0917,0.15635306613002403,0.23074904893086712
33,MMETSP0879,0.11600688468158347,0.25064423222676974
34,MMETSP0603,0.11123804083964016,0.25741476485262865
35,MMETSP1405,0.1264187394349191,0.2838222089194852
36,MMETSP1104,0.19924926448209393,0.39287701725097385
37,MMETSP0965,0.1872732347195088,0.3750205558296333
38,MMETSP1336,0.11736893338895842,0.25041080883695455
39,MMETSP1404,0.11719527805433082,0.29165917670321767
40,MMETSP1345,0.14674122637871193,0.3479872881355932
41,MMETSP0878,0.11162361623616236,0.25084304107909255
42,MMETSP0916,0.13731218697829717,0.23060279544766107
43,MMETSP0143,0.12871167618894344,0.24843373493975904
44,MMETSP1019,0.5147058823529411,0.8608949416342413
45,MMETSP0794,0.10765881654462696,0.3406891608212585
46,MMETSP0880,0.11035438069952672,0.24325581395348836
47,MMETSP1177,0.11629392971246007,0.37335698733973066
48,MMETSP0449,0.19126120358514725,0.36818021823301655
49,MMETSP0308,0.13208590653516453,0.35112762005837095
50,MMETSP0964,0.17438252451284597,0.3470059880239521
51,MMETSP0997,0.14033450019447685,0.3088984005406623
52,MMETSP1105,0.18503218368719376,0.3446195105598391
53,MMETSP0208,0.22860180754917597,0.4436736687835857
54,MMETSP1352,0.17309578293559988,0.33317602642756017
55,MMETSP1413,0.12606863335340157,0.27262813522355506
56,MMETSP1160,0.13673099125845292,0.31090200551278396
57,MMETSP1005,0.11269866752287687,0.27368741748755965
58,MMETSP0314,0.1951853526220615,0.3215985442329227
59,MMETSP1320,0.13394383394383394,0.29603639728562614
60,MMETSP0043,0.13841213597608237,0.3487689259940569
61,MMETSP0816,0.17095046854083,0.3348686577905721
62,MMETSP1084,0.11532385466034756,0.2823747680890538
63,MMETSP1159,0.1792009400705053,0.34116479152878887
64,MMETSP0938,0.1443582282573553,0.25855631611698815
65,MMETSP1360,0.16209355735525202,0.3091264576496055
66,MMETSP1393,0.13130105598724845,0.39564980967917346
67,MMETSP1421,0.12427884615384616,0.27219987623762376
68,MMETSP0941,0.1340772228126107,0.3044926913155632
69,MMETSP1453,0.17721518987341772,0.3815196394075982
70,MMETSP0326,0.18254863264730758,0.3078932636685949
71,MMETSP0171,0.13818709457152611,0.25131179232256284
72,MMETSP0409,0.1849678681195865,0.541140837960626
73,MMETSP1384,0.19263959390862945,0.35579857578840285
74,MMETSP1137,0.19051479529793272,0.40394715900047745
75,MMETSP1059,0.09442513974920683,0.23846763017224312
76,MMETSP0956,0.15703773289494286,0.37742775935575557
77,MMETSP0103,0.138438491364117,0.41739819901455516
78,MMETSP1451,0.1337427144046628,0.3168402242898515
79,MMETSP0948,0.13923644529996793,0.3071339828679788
80,MMETSP1047,0.13367875647668392,0.3329307082175786
81,MMETSP1129,0.1380785686503306,0.28094319040026855
82,MMETSP0417,0.14523369421705837,0.3255486542443064
83,MMETSP1423,0.12587969725136103,0.27132191480017565
84,MMETSP1362,0.08960382876894443,0.21878158595975375
85,MMETSP0233,0.05020018478595627,0.4167917773414944
86,MMETSP0740,0.11806135848155665,0.29274167987321714
87,MMETSP1446,0.22737306843267108,0.44227820372398685
88,MMETSP0954,0.17229237493929092,0.34586622351474866
89,MMETSP1386,0.11387736284001844,0.2539168581575099
90,MMETSP1434,0.14905833716123104,0.3218374755654845
91,MMETSP0173,0.1707434052757794,0.3591179558977949
92,MMETSP1147,0.3474576271186441,0.6952380952380952
93,MMETSP1107,0.260738255033557,0.636646746906826
94,MMETSP1091,0.2119847592656737,0.40746509428714467
95,MMETSP0882,0.13286381261375327,0.2373108409823865
96,MMETSP1175,0.2126033575544976,0.4299333792786584
97,MMETSP1010,0.12376933895921238,0.2790909781865167
98,MMETSP0141,0.14979242565449463,0.23874737514836117
